id,sample,state,locality,lat,long,sex,species,mtDNA.type,location,bill.width,bill.length,tarsus,wing,nape,back,rump,flanks,breast.underwing.coverts,male.total,throat.breast.side of neck,yellow,streaking,female.total,phenotype,distance
44693,P_melanocephalus_44693,South Dakota,4 miels southwest of Oacoma,43.75444894,-99.50112336,male,melanocephalus,1,Mark 9,9.89,13.28,22.14,99,2,2,2,2,4,12,,,,,PM,378
44694,P_melanocephalus_44694,South Dakota,4 miels southwest of Oacoma,43.72305946,-99.47074131,male,melanocephalus,1,Mark 10,10.1,12.56,20.38,104,2,2,2,2,4,12,,,,,PM,378
44695,P_melanocephalus_44695,South Dakota,4 miels southwest of Oacoma,43.72571502,-99.47257385,male,melanocephalus,1,Mark 11,10.02,12.41,21.59,101,2,2,2,2,4,12,,,,,PM,378
44696,P_hybrid_44696,South Dakota,4 miels southwest of Oacoma,43.72639504,-99.47387606,male,hybrid,1,Mark 12,10.48,13.25,19.97,99,1,0,1,2,2,6,,,,,IH,378
44697,P_melanocephalus_44697,South Dakota,6 miles southeast of Stamford,43.78955503,-101.2139186,male,melanocephalus,1,Mark 5,9.52,12.73,21.87,102,2,2,2,2,4,12,,,,,PM,246
44699,P_melanocephalus_44699,South Dakota,9 miles south of Oacoma,43.65264008,-99.46861608,male,melanocephalus,0,Mark 13,10.31,13.55,19.33,104,2,2,2,1,3,10,,,,,OH-M,378
44700,P_melanocephalus_44700,South Dakota,20 miles west of Platte,43.41272319,-99.16507535,male,melanocephalus,1,Mark 14,9.99,13.07,22.83,101,2,2,2,2,4,12,,,,,PM,425
44702,P_melanocephalus_44702,South Dakota,20 miles west of Platte,43.40923196,-99.16391546,male,melanocephalus,1,Mark 15,10.43,12.65,21.53,100,2,2,2,1,4,11,,,,,OH-M,425
44703,P_hybrid_44703,South Dakota,20 miles west of Platte,43.37684068,-99.14481486,male,hybrid,1,Mark 16,10.96,12.9,21.96,101,2,2,2,2,3,11,,,,,OH-M,425
44704,P_ludovicianus_44704,South Dakota,6 miles north of Bonesteel,43.1793135,-98.94130468,male,ludovicianus,0,Mark 17,9.38,12.43,20.91,106,0,0,0,0,0,0,,,,,PL,456
44705,P_ludovicianus_44705,South Dakota,6 miles north of Bonesteel,43.1793135,-98.94130468,male,ludovicianus,0,Mark 17,10.16,13.49,19.74,98,0,0,0,0,0,0,,,,,PL,456
44706,P_ludovicianus_44706,South Dakota,6 miles north of Bonesteel,43.17907998,-98.93724994,male,ludovicianus,0,Mark 18,10.17,12.26,20.07,100,0,0,0,0,2,2,,,,,OH-L,456
44707,P_hybrid_44707,South Dakota,20 miles west of Pickstown,43.08797213,-98.76794505,male,hybrid,0,Mark 19,10.64,12.77,21.56,99,0,0,0,0,0,0,,,,,PL,467
44708,P_hybrid_44708,South Dakota,20 miles west of Pickstown,43.0861339,-98.7686001,male,hybrid,0,Mark 20,10.29,12.48,20.25,94,1,0,0,0,0,1,,,,,PL,467
44709,P_hybrid_44709,South Dakota,1 mile south of Pickstown,43.05214729,-98.53837981,male,hybrid,0,Mark 21,9.12,12.18,20.94,99,1,1,1,1,0,4,,,,,OH-L,486
44710,P_ludovicianus_44710,South Dakota,1.5 miles west-northwest of Greenwood,42.96413337,-98.46748332,male,ludovicianus,0,Mark 22,9.69,12.13,21.45,97,0,1,1,0,1,3,,,,,OH-L,500
44711,P_ludovicianus_44711,South Dakota,1.5 miles west-northwest of Greenwood,42.96252555,-98.46502449,male,ludovicianus,0,Mark 23,9.3,12.07,19.35,96,0,0,0,0,0,0,,,,,PL,500
44712,P_hybrid_44712,South Dakota,1.5 miles west-northwest of Greenwood,42.9651744,-98.45587883,male,hybrid,0,Mark 24,9.22,11.18,22.09,97,0,1,1,1,2,5,,,,,IH,500
44713,P_ludovicianus_44713,South Dakota,1.5 miles west-northwest of Greenwood,42.96586121,-98.45539327,male,ludovicianus,0,Mark 25,9.62,12.69,20.64,100,0,0,0,0,0,0,,,,,PL,500
44714,P_ludovicianus_44714,South Dakota,1.5 miles west-northwest of Greenwood,42.95152464,-98.45596014,female,ludovicianus,0,Mark 26,10.22,11.19,21.06,101,,,,,,,0,0,0,0,PL,500
44715,P_ludovicianus_44715,South Dakota,1.5 miles west-northwest of Greenwood,42.93722126,-98.43894093,female,ludovicianus,0,Mark 27,9.84,12.55,20.99,97,,,,,,,1,0,1,2,OH-L,500
44716,P_ludovicianus_44716,South Dakota,1.5 miles west-northwest of Greenwood,42.93722126,-98.43894093,male,ludovicianus,0,Mark 27,9.4,10.81,20.69,97,0,0,0,0,1,1,,,,,OH-L,500
